纬度,经度,地点,项目,形式
33.862,135.754,和歌山県本宮町,方言点所属保守方言区,日本.西日本.近畿
33.738,135.367,和歌山県田辺市,方言点所属保守方言区,日本.西日本.近畿
33.725,135.998,和歌山県新宮市,方言点所属保守方言区,日本.西日本.近畿
33.488,135.763,和歌山県串本町,方言点所属保守方言区,日本.西日本.近畿
35.511,133.996,鳥取県青谷町,方言点所属保守方言区,日本.西日本.中国
35.504,133.494,鳥取県名和町,方言点所属保守方言区,日本.出云-东北.出云
35.501,134.22,鳥取県鳥取市,方言点所属保守方言区,日本.西日本.中国
35.432,133.818,鳥取県倉吉市,方言点所属保守方言区,日本.西日本.中国
35.406,133.408,鳥取県米子市,方言点所属保守方言区,日本.出云-东北.出云
35.316,133.332,鳥取県西伯町,方言点所属保守方言区,日本.出云-东北.出云
35.29,134.224,鳥取県智頭町,方言点所属保守方言区,日本.西日本.中国
35.196,133.449,鳥取県日野町,方言点所属保守方言区,日本.出云-东北.出云
36.293,133.254,島根県五箇村,方言点所属保守方言区,日本.出云-东北.出云
36.073,133.101,島根県海士町,方言点所属保守方言区,日本.出云-东北.出云
35.418,132.95,島根県宍道町,方言点所属保守方言区,日本.出云-东北.出云
35.391,132.689,島根県大社町,方言点所属保守方言区,日本.出云-东北.出云
35.305,132.901,島根県木次町,方言点所属保守方言区,日本.出云-东北.出云
35.123,133.015,島根県横田町,方言点所属保守方言区,日本.出云-东北.出云
35.088,132.775,島根県頓原町,方言点所属保守方言区,日本.西日本.中国
35.034,132.381,島根県温泉津町,方言点所属保守方言区,日本.出云-东北.出云
34.898,132.077,島根県浜田市,方言点所属保守方言区,日本.西日本.中国
34.885,132.361,島根県石見町,方言点所属保守方言区,日本.西日本.中国
34.742,131.874,島根県益田市,方言点所属保守方言区,日本.西日本.中国
34.387,131.893,島根県六日市町,方言点所属保守方言区,日本.西日本.中国
35.13,134.018,岡山県津山市,方言点所属保守方言区,日本.西日本.中国
35.028,133.711,岡山県落合町,方言点所属保守方言区,日本.西日本.中国
34.983,133.469,岡山県新見市,方言点所属保守方言区,日本.西日本.中国
34.975,134.119,岡山県美作町,方言点所属保守方言区,日本.西日本.中国
34.799,134.154,岡山県和気町,方言点所属保守方言区,日本.西日本.中国
34.792,133.616,岡山県高梁市,方言点所属保守方言区,日本.西日本.中国
34.786,134.019,岡山県山陽町,方言点所属保守方言区,日本.西日本.中国
34.731,134.255,岡山県日生町,方言点所属保守方言区,日本.西日本.中国
34.686,133.768,岡山県総社市,方言点所属保守方言区,日本.西日本.中国
34.684,133.913,岡山県岡山市,方言点所属保守方言区,日本.西日本.中国
34.68,134.094,岡山県邑久町,方言点所属保守方言区,日本.西日本.中国
34.569,133.453,岡山県井原市,方言点所属保守方言区,日本.西日本.中国
34.552,133.729,岡山県倉敷市,方言点所属保守方言区,日本.西日本.中国
34.528,133.897,岡山県玉野市,方言点所属保守方言区,日本.西日本.中国
34.342,133.508,岡山県笠岡市,方言点所属保守方言区,日本.西日本.中国
34.813,132.826,広島県三次市,方言点所属保守方言区,日本.西日本.中国
34.779,133.28,広島県油木町,方言点所属保守方言区,日本.西日本.中国
34.732,132.425,広島県大朝町,方言点所属保守方言区,日本.西日本.中国
34.68,132.629,広島県吉田町,方言点所属保守方言区,日本.西日本.中国
34.468,132.893,広島県河内町,方言点所属保守方言区,日本.西日本.中国
34.463,133.293,広島県福山市,方言点所属保守方言区,日本.西日本.中国
34.452,133.19,広島県尾道市,方言点所属保守方言区,日本.西日本.中国
34.374,132.439,広島県広島市,方言点所属保守方言区,日本.西日本.中国
34.322,133.187,広島県因島市,方言点所属保守方言区,日本.西日本.中国
34.291,132.28,広島県大野町,方言点所属保守方言区,日本.西日本.中国
34.248,132.88,広島県大崎町,方言点所属保守方言区,日本.西日本.中国
34.247,132.573,広島県呉市,方言点所属保守方言区,日本.西日本.中国
34.09,132.474,広島県倉橋町,方言点所属保守方言区,日本.西日本.中国
34.411,131.389,山口県萩市,方言点所属保守方言区,日本.西日本.中国
34.264,131.958,山口県錦町,方言点所属保守方言区,日本.西日本.中国
34.251,131.851,山口県鹿野町,方言点所属保守方言区,日本.西日本.中国
34.178,130.931,山口県豊浦町,方言点所属保守方言区,日本.西日本.中国
34.12,131.386,山口県小郡町,方言点所属保守方言区,日本.西日本.中国
34.024,130.924,山口県下関市,方言点所属保守方言区,日本.西日本.中国
34.002,132.075,山口県柳井市,方言点所属保守方言区,日本.西日本.中国
33.992,131.343,山口県宇部市,方言点所属保守方言区,日本.西日本.中国
33.887,132.331,山口県東和町,方言点所属保守方言区,日本.西日本.中国
34.094,134.578,徳島県徳島市,方言点所属保守方言区,日本.西日本.四国
34.057,134.353,徳島県鴨島町,方言点所属保守方言区,日本.西日本.四国
34.029,133.81,徳島県池田町,方言点所属保守方言区,日本.西日本.四国
34.02,134.358,徳島県神山町,方言点所属保守方言区,日本.西日本.四国
33.892,133.816,徳島県西祖谷山村,方言点所属保守方言区,日本.西日本.四国
33.774,134.196,徳島県木頭村,方言点所属保守方言区,日本.西日本.四国
33.569,134.303,徳島県宍喰町,方言点所属保守方言区,日本.西日本.四国
34.541,134.343,香川県内海町,方言点所属保守方言区,日本.西日本.四国
34.518,134.167,香川県土庄町,方言点所属保守方言区,日本.西日本.四国
34.325,134.049,香川県高松市,方言点所属保守方言区,日本.西日本.四国
34.292,133.786,香川県丸亀市,方言点所属保守方言区,日本.西日本.四国
34.255,134.339,香川県大内町,方言点所属保守方言区,日本.西日本.四国
34.126,133.533,香川県観音寺市,方言点所属保守方言区,日本.西日本.四国
34.25,133.134,愛媛県岩城村,方言点所属保守方言区,日本.西日本.四国
34.017,133.04,愛媛県今治市,方言点所属保守方言区,日本.西日本.四国
34.002,133.581,愛媛県川之江市,方言点所属保守方言区,日本.西日本.四国
33.972,132.595,愛媛県中島町,方言点所属保守方言区,日本.西日本.四国
33.924,133.259,愛媛県新居浜市,方言点所属保守方言区,日本.西日本.四国
33.815,132.732,愛媛県松山市,方言点所属保守方言区,日本.西日本.四国
33.609,132.934,愛媛県美川村,方言点所属保守方言区,日本.西日本.四国
33.573,132.444,愛媛県長浜町,方言点所属保守方言区,日本.西日本.四国
33.557,132.658,愛媛県内子町,方言点所属保守方言区,日本.西日本.四国
33.403,132.137,愛媛県三崎町,方言点所属保守方言区,日本.西日本.四国
33.32,132.52,愛媛県吉田町,方言点所属保守方言区,日本.西日本.四国
33.726,133.307,高知県本川村,方言点所属保守方言区,日本.西日本.四国
33.661,133.84,高知県物部村,方言点所属保守方言区,日本.西日本.四国
33.548,134.298,高知県東洋町,方言点所属保守方言区,日本.西日本.四国
33.544,133.508,高知県高知市,方言点所属保守方言区,日本.西日本.四国
33.454,133.029,高知県東津野村,方言点所属保守方言区,日本.西日本.四国
33.437,134.027,高知県奈半利町,方言点所属保守方言区,日本.西日本.四国
33.368,133.253,高知県須崎市,方言点所属保守方言区,日本.西日本.四国
33.233,132.849,高知県十和村,方言点所属保守方言区,日本.西日本.四国
32.984,132.937,高知県中村市,方言点所属保守方言区,日本.西日本.四国
32.78,132.731,高知県大月町,方言点所属保守方言区,日本.西日本.四国
33.805,130.544,福岡県宗像市,方言点所属保守方言区,日本.九州.肥筑
33.792,130.873,福岡県北九州市,方言点所属保守方言区,日本.九州.丰日
33.656,130.679,福岡県飯塚市,方言点所属保守方言区,日本.九州.肥筑
33.602,130.416,福岡県福岡市,方言点所属保守方言区,日本.九州.肥筑
33.599,131.07,福岡県豊前市,方言点所属保守方言区,日本.九州.丰日
33.56,130.21,福岡県前原市,方言点所属保守方言区,日本.九州.肥筑
33.468,130.423,福岡県那珂川町,方言点所属保守方言区,日本.九州.肥筑
33.424,130.656,福岡県甘木市,方言点所属保守方言区,日本.九州.肥筑
33.182,130.613,福岡県立花町,方言点所属保守方言区,日本.九州.肥筑
33.162,130.407,福岡県柳川市,方言点所属保守方言区,日本.九州.肥筑
33.532,129.875,佐賀県鎮西町,方言点所属保守方言区,日本.九州.肥筑
33.38,130.501,佐賀県鳥栖市,方言点所属保守方言区,日本.九州.肥筑
33.266,130.303,佐賀県佐賀市,方言点所属保守方言区,日本.九州.肥筑
33.198,130.024,佐賀県武雄市,方言点所属保守方言区,日本.九州.肥筑
33.189,130.329,佐賀県川副町,方言点所属保守方言区,日本.九州.肥筑
34.478,129.329,長崎県峰町,方言点所属保守方言区,日本.九州.肥筑
34.213,129.29,長崎県厳原町,方言点所属保守方言区,日本.九州.肥筑
33.744,129.757,長崎県石田町,方言点所属保守方言区,日本.九州.肥筑
33.187,129.724,長崎県佐世保市,方言点所属保守方言区,日本.九州.肥筑
33,129.654,長崎県西海町,方言点所属保守方言区,日本.九州.肥筑
32.98,129.114,長崎県有川町,方言点所属保守方言区,日本.九州.肥筑
32.859,130.246,長崎県瑞穂町,方言点所属保守方言区,日本.九州.肥筑
32.796,130.085,長崎県諫早市,方言点所属保守方言区,日本.九州.肥筑
32.758,129.883,長崎県長崎市,方言点所属保守方言区,日本.九州.肥筑
32.688,128.841,長崎県福江市,方言点所属保守方言区,日本.九州.肥筑
32.638,129.837,長崎県三和町,方言点所属保守方言区,日本.九州.肥筑
32.638,130.255,長崎県南有馬町,方言点所属保守方言区,日本.九州.肥筑
33.112,131.089,熊本県小国町,方言点所属保守方言区,日本.九州.肥筑
33.029,130.545,熊本県南関町,方言点所属保守方言区,日本.九州.肥筑
32.983,130.727,熊本県鹿本町,方言点所属保守方言区,日本.九州.肥筑
32.839,131.008,熊本県久木野村,方言点所属保守方言区,日本.九州.肥筑
32.779,130.714,熊本県熊本市,方言点所属保守方言区,日本.九州.肥筑
32.682,131.155,熊本県蘇陽町,方言点所属保守方言区,日本.九州.肥筑
32.613,130.431,熊本県大矢野町,方言点所属保守方言区,日本.九州.肥筑
32.549,130.594,熊本県八代市,方言点所属保守方言区,日本.九州.肥筑
32.401,130.824,熊本県五木村,方言点所属保守方言区,日本.九州.肥筑
32.235,130.419,熊本県水俣市,方言点所属保守方言区,日本.九州.肥筑
32.2,130.762,熊本県人吉市,方言点所属保守方言区,日本.九州.肥筑
32.188,130.024,熊本県牛深市,方言点所属保守方言区,日本.九州.肥筑
33.605,131.198,大分県中津市,方言点所属保守方言区,日本.九州.丰日
33.532,131.479,大分県豊後高田市,方言点所属保守方言区,日本.九州.丰日
33.466,131.713,大分県安岐町,方言点所属保守方言区,日本.九州.丰日
33.443,131.506,大分県山香町,方言点所属保守方言区,日本.九州.丰日
33.3,130.952,大分県日田市,方言点所属保守方言区,日本.九州.肥筑
